[rosmaster.main][INFO] 2017-01-25 12:37:20,575: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2017-01-25 12:37:20,576: Starting ROS Master Node
[rosmaster.master][INFO] 2017-01-25 12:37:23,525: +PARAM [/camera/driver/enable_depth] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,528: +PARAM [/camera/driver/color_backlight_compensation] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,531: +PARAM [/camera/driver/color_brightness] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,533: +PARAM [/camera/driver/color_contrast] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,536: +PARAM [/camera/driver/color_gain] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,539: +PARAM [/camera/driver/color_gamma] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,542: +PARAM [/camera/driver/color_hue] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,545: +PARAM [/camera/driver/color_saturation] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,547: +PARAM [/camera/driver/color_sharpness] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,550: +PARAM [/camera/driver/color_white_balance] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,553: +PARAM [/camera/driver/color_enable_auto_white_balance] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,556: +PARAM [/camera/driver/r200_lr_auto_exposure_enabled] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,559: +PARAM [/camera/driver/r200_lr_gain] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,561: +PARAM [/camera/driver/r200_lr_exposure] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,564: +PARAM [/camera/driver/r200_emitter_enabled] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,567: +PARAM [/camera/driver/r200_auto_exposure_top_edge] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,570: +PARAM [/camera/driver/r200_auto_exposure_bottom_edge] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,572: +PARAM [/camera/driver/r200_auto_exposure_left_edge] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,575: +PARAM [/camera/driver/r200_auto_exposure_right_edge] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,578: +PARAM [/camera/driver/r200_dc_preset] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,581: +PARAM [/camera/driver/r200_dc_estimate_median_decrement] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,583: +PARAM [/camera/driver/r200_dc_estimate_median_increment] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,586: +PARAM [/camera/driver/r200_dc_median_threshold] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,589: +PARAM [/camera/driver/r200_dc_score_minimum_threshold] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,592: +PARAM [/camera/driver/r200_dc_score_maximum_threshold] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,595: +PARAM [/camera/driver/r200_dc_texture_count_threshold] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,597: +PARAM [/camera/driver/r200_dc_texture_difference_threshold] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,600: +PARAM [/camera/driver/r200_dc_second_peak_threshold] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,603: +PARAM [/camera/driver/r200_dc_neighbor_threshold] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,606: +PARAM [/camera/driver/r200_dc_lr_threshold] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:24,508: +PARAM [/camera/driver/enable_depth] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:24,516: +PARAM [/camera/driver/color_backlight_compensation] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:24,521: +PARAM [/camera/driver/color_brightness] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:24,527: +PARAM [/camera/driver/color_contrast] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:24,530: +PARAM [/camera/driver/color_gain] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:24,534: +PARAM [/camera/driver/color_gamma] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:24,536: +PARAM [/camera/driver/color_hue] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:24,540: +PARAM [/camera/driver/color_saturation] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:24,543: +PARAM [/camera/driver/color_sharpness] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:24,547: +PARAM [/camera/driver/color_white_balance] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:24,550: +PARAM [/camera/driver/color_enable_auto_white_balance] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:24,554: +PARAM [/camera/driver/r200_lr_auto_exposure_enabled] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:24,557: +PARAM [/camera/driver/r200_lr_gain] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:24,560: +PARAM [/camera/driver/r200_lr_exposure] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:24,563: +PARAM [/camera/driver/r200_emitter_enabled] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:24,566: +PARAM [/camera/driver/r200_auto_exposure_top_edge] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:24,568: +PARAM [/camera/driver/r200_auto_exposure_bottom_edge] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:24,572: +PARAM [/camera/driver/r200_auto_exposure_left_edge] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:24,575: +PARAM [/camera/driver/r200_auto_exposure_right_edge] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:24,578: +PARAM [/camera/driver/r200_dc_preset] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:24,581: +PARAM [/camera/driver/r200_dc_estimate_median_decrement] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:24,584: +PARAM [/camera/driver/r200_dc_estimate_median_increment] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:24,588: +PARAM [/camera/driver/r200_dc_median_threshold] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:24,591: +PARAM [/camera/driver/r200_dc_score_minimum_threshold] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:24,593: +PARAM [/camera/driver/r200_dc_score_maximum_threshold] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:24,596: +PARAM [/camera/driver/r200_dc_texture_count_threshold] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:24,599: +PARAM [/camera/driver/r200_dc_texture_difference_threshold] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:24,601: +PARAM [/camera/driver/r200_dc_second_peak_threshold] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:24,604: +PARAM [/camera/driver/r200_dc_neighbor_threshold] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:24,607: +PARAM [/camera/driver/r200_dc_lr_threshold] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:24,611: +PUB [/camera/nodelet_manager/bond] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:24,629: +SUB [/camera/nodelet_manager/bond] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:24,705: +PUB [/camera/nodelet_manager/bond] /camera/driver http://LYC-UP:43660/
[rosmaster.master][INFO] 2017-01-25 12:37:24,725: +SUB [/camera/nodelet_manager/bond] /camera/driver http://LYC-UP:43660/
[rosmaster.master][INFO] 2017-01-25 12:37:24,790: publisherUpdate[/camera/nodelet_manager/bond] -> http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:27,325: +PUB [/rosout] /camera/dynparam_4519_1485319047098 http://LYC-UP:43557/
[rosmaster.master][INFO] 2017-01-25 12:37:27,338: +SERVICE [/camera/dynparam_4519_1485319047098/get_loggers] /camera/dynparam_4519_1485319047098 http://LYC-UP:43557/
[rosmaster.master][INFO] 2017-01-25 12:37:27,344: +SERVICE [/camera/dynparam_4519_1485319047098/set_logger_level] /camera/dynparam_4519_1485319047098 http://LYC-UP:43557/
[rosmaster.master][INFO] 2017-01-25 12:37:27,361: +SUB [/camera/driver/parameter_descriptions] /camera/dynparam_4519_1485319047098 http://LYC-UP:43557/
[rosmaster.master][INFO] 2017-01-25 12:37:27,370: +SUB [/camera/driver/parameter_updates] /camera/dynparam_4519_1485319047098 http://LYC-UP:43557/
[rosmaster.master][INFO] 2017-01-25 12:37:27,397: publisherUpdate[/rosout] -> http://LYC-UP:36037/
[rosmaster.master][INFO] 2017-01-25 12:37:27,437: +PARAM [/camera/driver/enable_depth] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:27,440: +PARAM [/camera/driver/color_backlight_compensation] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:27,444: +PARAM [/camera/driver/color_brightness] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:27,448: +PARAM [/camera/driver/color_contrast] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:27,452: +PARAM [/camera/driver/color_gain] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:27,455: +PARAM [/camera/driver/color_gamma] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:27,458: +PARAM [/camera/driver/color_hue] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:27,462: +PARAM [/camera/driver/color_saturation] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:27,465: +PARAM [/camera/driver/color_sharpness] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:27,468: +PARAM [/camera/driver/color_white_balance] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:27,472: +PARAM [/camera/driver/color_enable_auto_white_balance] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:27,475: +PARAM [/camera/driver/r200_lr_auto_exposure_enabled] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:27,479: +PARAM [/camera/driver/r200_lr_gain] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:27,484: +PARAM [/camera/driver/r200_lr_exposure] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:27,488: +PARAM [/camera/driver/r200_emitter_enabled] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:27,491: +PARAM [/camera/driver/r200_auto_exposure_top_edge] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:27,494: +PARAM [/camera/driver/r200_auto_exposure_bottom_edge] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:27,497: +PARAM [/camera/driver/r200_auto_exposure_left_edge] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:27,500: +PARAM [/camera/driver/r200_auto_exposure_right_edge] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:27,504: +PARAM [/camera/driver/r200_dc_preset] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:27,507: +PARAM [/camera/driver/r200_dc_estimate_median_decrement] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:27,511: +PARAM [/camera/driver/r200_dc_estimate_median_increment] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:27,516: +PARAM [/camera/driver/r200_dc_median_threshold] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:27,520: +PARAM [/camera/driver/r200_dc_score_minimum_threshold] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:27,524: +PARAM [/camera/driver/r200_dc_score_maximum_threshold] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:27,527: +PARAM [/camera/driver/r200_dc_texture_count_threshold] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:27,530: +PARAM [/camera/driver/r200_dc_texture_difference_threshold] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:27,533: +PARAM [/camera/driver/r200_dc_second_peak_threshold] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:27,536: +PARAM [/camera/driver/r200_dc_neighbor_threshold] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:27,540: +PARAM [/camera/driver/r200_dc_lr_threshold] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:27,551: -SUB [/camera/driver/parameter_updates] /camera/dynparam_4519_1485319047098 http://LYC-UP:43557/
[rosmaster.master][INFO] 2017-01-25 12:37:27,552: -SUB [/camera/driver/parameter_descriptions] /camera/dynparam_4519_1485319047098 http://LYC-UP:43557/
[rosmaster.master][INFO] 2017-01-25 12:37:27,552: -PUB [/rosout] /camera/dynparam_4519_1485319047098 http://LYC-UP:43557/
[rosmaster.master][INFO] 2017-01-25 12:37:27,553: -SERVICE [/camera/dynparam_4519_1485319047098/set_logger_level] /camera/dynparam_4519_1485319047098 rosrpc://LYC-UP:39683
[rosmaster.master][INFO] 2017-01-25 12:37:27,553: -SERVICE [/camera/dynparam_4519_1485319047098/get_loggers] /camera/dynparam_4519_1485319047098 rosrpc://LYC-UP:39683
[rosmaster.master][INFO] 2017-01-25 12:37:27,599: publisherUpdate[/rosout] -> http://LYC-UP:36037/
[rosmaster.master][INFO] 2017-01-25 12:39:06,661: +PUB [/rosout] /filters http://LYC-UP:35144/
[rosmaster.master][INFO] 2017-01-25 12:39:06,664: +SERVICE [/filters/get_loggers] /filters http://LYC-UP:35144/
[rosmaster.master][INFO] 2017-01-25 12:39:06,667: +SERVICE [/filters/set_logger_level] /filters http://LYC-UP:35144/
[rosmaster.master][INFO] 2017-01-25 12:39:06,686: +SUB [/camera/depth/points] /filters http://LYC-UP:35144/
[rosmaster.master][INFO] 2017-01-25 12:39:06,690: +PUB [/raw_xyzrgb_output] /filters http://LYC-UP:35144/
[rosmaster.master][INFO] 2017-01-25 12:39:06,712: publisherUpdate[/rosout] -> http://LYC-UP:36037/
[rosmaster.master][INFO] 2017-01-25 12:39:16,056: +PUB [/rosout] /rviz_1485319156020957304 http://LYC-UP:45237/
[rosmaster.master][INFO] 2017-01-25 12:39:16,060: +SERVICE [/rviz_1485319156020957304/get_loggers] /rviz_1485319156020957304 http://LYC-UP:45237/
[rosmaster.master][INFO] 2017-01-25 12:39:16,062: publisherUpdate[/rosout] -> http://LYC-UP:36037/
[rosmaster.master][INFO] 2017-01-25 12:39:16,064: +SERVICE [/rviz_1485319156020957304/set_logger_level] /rviz_1485319156020957304 http://LYC-UP:45237/
[rosmaster.master][INFO] 2017-01-25 12:39:17,140: +SUB [/tf] /rviz_1485319156020957304 http://LYC-UP:45237/
[rosmaster.master][INFO] 2017-01-25 12:39:17,161: +SUB [/tf_static] /rviz_1485319156020957304 http://LYC-UP:45237/
[rosmaster.master][INFO] 2017-01-25 12:39:17,790: +PUB [/initialpose] /rviz_1485319156020957304 http://LYC-UP:45237/
[rosmaster.master][INFO] 2017-01-25 12:39:17,796: +PUB [/goal] /rviz_1485319156020957304 http://LYC-UP:45237/
[rosmaster.master][INFO] 2017-01-25 12:39:18,109: +SUB [/camera/depth/points] /rviz_1485319156020957304 http://LYC-UP:45237/
[rosmaster.master][INFO] 2017-01-25 12:39:18,113: -PUB [/goal] /rviz_1485319156020957304 http://LYC-UP:45237/
[rosmaster.master][INFO] 2017-01-25 12:39:18,117: -PUB [/initialpose] /rviz_1485319156020957304 http://LYC-UP:45237/
[rosmaster.master][INFO] 2017-01-25 12:39:18,142: +PUB [/initialpose] /rviz_1485319156020957304 http://LYC-UP:45237/
[rosmaster.master][INFO] 2017-01-25 12:39:18,156: +PUB [/goal] /rviz_1485319156020957304 http://LYC-UP:45237/
[rosmaster.master][INFO] 2017-01-25 12:39:18,176: +PUB [/move_base_simple/goal] /rviz_1485319156020957304 http://LYC-UP:45237/
[rosmaster.master][INFO] 2017-01-25 12:39:18,185: -PUB [/goal] /rviz_1485319156020957304 http://LYC-UP:45237/
[rosmaster.master][INFO] 2017-01-25 12:39:18,189: +PUB [/clicked_point] /rviz_1485319156020957304 http://LYC-UP:45237/
[rosmaster.master][INFO] 2017-01-25 12:39:54,517: +PUB [/rosout] /rviz_1485319194500199928 http://LYC-UP:41222/
[rosmaster.master][INFO] 2017-01-25 12:39:54,518: publisherUpdate[/rosout] -> http://LYC-UP:36037/
[rosmaster.master][INFO] 2017-01-25 12:39:54,523: +SERVICE [/rviz_1485319194500199928/get_loggers] /rviz_1485319194500199928 http://LYC-UP:41222/
[rosmaster.master][INFO] 2017-01-25 12:39:54,528: +SERVICE [/rviz_1485319194500199928/set_logger_level] /rviz_1485319194500199928 http://LYC-UP:41222/
[rosmaster.master][INFO] 2017-01-25 12:39:59,312: +SUB [/tf] /rviz_1485319194500199928 http://LYC-UP:41222/
[rosmaster.master][INFO] 2017-01-25 12:39:59,342: +SUB [/tf_static] /rviz_1485319194500199928 http://LYC-UP:41222/
[rosmaster.master][INFO] 2017-01-25 12:40:00,232: +PUB [/initialpose] /rviz_1485319194500199928 http://LYC-UP:41222/
[rosmaster.master][INFO] 2017-01-25 12:40:00,238: +PUB [/goal] /rviz_1485319194500199928 http://LYC-UP:41222/
[rosmaster.master][INFO] 2017-01-25 12:40:00,792: +SUB [/camera/depth/points] /rviz_1485319194500199928 http://LYC-UP:41222/
[rosmaster.master][INFO] 2017-01-25 12:40:00,804: -PUB [/goal] /rviz_1485319194500199928 http://LYC-UP:41222/
[rosmaster.master][INFO] 2017-01-25 12:40:00,809: -PUB [/initialpose] /rviz_1485319194500199928 http://LYC-UP:41222/
[rosmaster.master][INFO] 2017-01-25 12:40:00,826: +PUB [/initialpose] /rviz_1485319194500199928 http://LYC-UP:41222/
[rosmaster.master][INFO] 2017-01-25 12:40:00,831: +PUB [/goal] /rviz_1485319194500199928 http://LYC-UP:41222/
[rosmaster.master][INFO] 2017-01-25 12:40:00,835: +PUB [/move_base_simple/goal] /rviz_1485319194500199928 http://LYC-UP:41222/
[rosmaster.master][INFO] 2017-01-25 12:40:00,844: -PUB [/goal] /rviz_1485319194500199928 http://LYC-UP:41222/
[rosmaster.master][INFO] 2017-01-25 12:40:00,853: +PUB [/clicked_point] /rviz_1485319194500199928 http://LYC-UP:41222/
[rosmaster.master][INFO] 2017-01-25 12:40:28,862: -PUB [/rosout] /filters http://LYC-UP:35144/
[rosmaster.master][INFO] 2017-01-25 12:40:28,870: -PUB [/raw_xyzrgb_output] /filters http://LYC-UP:35144/
[rosmaster.master][INFO] 2017-01-25 12:40:28,874: -SUB [/camera/depth/points] /filters http://LYC-UP:35144/
[rosmaster.master][INFO] 2017-01-25 12:40:28,879: -SERVICE [/filters/get_loggers] /filters rosrpc://LYC-UP:37139
[rosmaster.master][INFO] 2017-01-25 12:40:28,883: -SERVICE [/filters/set_logger_level] /filters rosrpc://LYC-UP:37139
[rosmaster.master][INFO] 2017-01-25 12:40:28,931: publisherUpdate[/rosout] -> http://LYC-UP:36037/
[rosmaster.master][INFO] 2017-01-25 12:40:31,877: +PUB [/rosout] /rviz_1485319231865162661 http://LYC-UP:35451/
[rosmaster.master][INFO] 2017-01-25 12:40:31,881: +SERVICE [/rviz_1485319231865162661/get_loggers] /rviz_1485319231865162661 http://LYC-UP:35451/
[rosmaster.master][INFO] 2017-01-25 12:40:31,888: +SERVICE [/rviz_1485319231865162661/set_logger_level] /rviz_1485319231865162661 http://LYC-UP:35451/
[rosmaster.master][INFO] 2017-01-25 12:40:31,942: publisherUpdate[/rosout] -> http://LYC-UP:36037/
[rosmaster.master][INFO] 2017-01-25 12:40:32,740: +SUB [/tf] /rviz_1485319231865162661 http://LYC-UP:35451/
[rosmaster.master][INFO] 2017-01-25 12:40:32,767: +SUB [/tf_static] /rviz_1485319231865162661 http://LYC-UP:35451/
[rosmaster.master][INFO] 2017-01-25 12:40:33,239: +PUB [/initialpose] /rviz_1485319231865162661 http://LYC-UP:35451/
[rosmaster.master][INFO] 2017-01-25 12:40:33,246: +PUB [/goal] /rviz_1485319231865162661 http://LYC-UP:35451/
[rosmaster.master][INFO] 2017-01-25 12:40:33,600: +SUB [/camera/depth/points] /rviz_1485319231865162661 http://LYC-UP:35451/
[rosmaster.master][INFO] 2017-01-25 12:40:33,606: -PUB [/goal] /rviz_1485319231865162661 http://LYC-UP:35451/
[rosmaster.master][INFO] 2017-01-25 12:40:33,610: -PUB [/initialpose] /rviz_1485319231865162661 http://LYC-UP:35451/
[rosmaster.master][INFO] 2017-01-25 12:40:33,628: +PUB [/initialpose] /rviz_1485319231865162661 http://LYC-UP:35451/
[rosmaster.master][INFO] 2017-01-25 12:40:33,641: +PUB [/goal] /rviz_1485319231865162661 http://LYC-UP:35451/
[rosmaster.master][INFO] 2017-01-25 12:40:33,645: +PUB [/move_base_simple/goal] /rviz_1485319231865162661 http://LYC-UP:35451/
[rosmaster.master][INFO] 2017-01-25 12:40:33,648: -PUB [/goal] /rviz_1485319231865162661 http://LYC-UP:35451/
[rosmaster.master][INFO] 2017-01-25 12:40:33,653: +PUB [/clicked_point] /rviz_1485319231865162661 http://LYC-UP:35451/
[rosmaster.master][INFO] 2017-01-25 12:40:34,006: +SERVICE [/rviz_1485319231865162661/reload_shaders] /rviz_1485319231865162661 http://LYC-UP:35451/
[rosmaster.master][INFO] 2017-01-25 12:40:56,339: -SUB [/camera/depth/points] /rviz_1485319231865162661 http://LYC-UP:35451/
[rosmaster.master][INFO] 2017-01-25 12:40:56,386: -PUB [/clicked_point] /rviz_1485319231865162661 http://LYC-UP:35451/
[rosmaster.master][INFO] 2017-01-25 12:40:56,393: -PUB [/move_base_simple/goal] /rviz_1485319231865162661 http://LYC-UP:35451/
[rosmaster.master][INFO] 2017-01-25 12:40:56,402: -PUB [/initialpose] /rviz_1485319231865162661 http://LYC-UP:35451/
[rosmaster.master][INFO] 2017-01-25 12:40:56,415: -SUB [/tf_static] /rviz_1485319231865162661 http://LYC-UP:35451/
[rosmaster.master][INFO] 2017-01-25 12:40:56,419: -SUB [/tf] /rviz_1485319231865162661 http://LYC-UP:35451/
[rosmaster.master][INFO] 2017-01-25 12:40:56,433: -SERVICE [/rviz_1485319231865162661/reload_shaders] /rviz_1485319231865162661 rosrpc://LYC-UP:48747
[rosmaster.master][INFO] 2017-01-25 12:40:56,716: -PUB [/rosout] /rviz_1485319231865162661 http://LYC-UP:35451/
[rosmaster.master][INFO] 2017-01-25 12:40:56,720: -SERVICE [/rviz_1485319231865162661/get_loggers] /rviz_1485319231865162661 rosrpc://LYC-UP:48747
[rosmaster.master][INFO] 2017-01-25 12:40:56,723: -SERVICE [/rviz_1485319231865162661/set_logger_level] /rviz_1485319231865162661 rosrpc://LYC-UP:48747
[rosmaster.master][INFO] 2017-01-25 12:40:56,754: publisherUpdate[/rosout] -> http://LYC-UP:36037/
[rosmaster.master][INFO] 2017-01-25 12:42:55,761: -PUB [/rosout] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:42:55,762: publisherUpdate[/rosout] -> http://LYC-UP:36037/
[rosmaster.master][INFO] 2017-01-25 12:42:55,773: -PUB [/tf_static] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:42:55,777: -PUB [/camera/color/image_raw/compressedDepth] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:42:55,783: -PUB [/camera/color/image_raw/compressedDepth/parameter_descriptions] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:42:55,786: -PUB [/camera/color/image_raw/compressedDepth/parameter_updates] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:42:55,790: -PUB [/camera/color/image_raw/compressed] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:42:55,793: -PUB [/camera/color/image_raw/compressed/parameter_descriptions] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:42:55,797: -PUB [/camera/color/image_raw/compressed/parameter_updates] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:42:55,806: -PUB [/camera/color/image_raw] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:42:55,813: -PUB [/camera/color/image_raw/theora] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:42:55,816: -PUB [/camera/color/image_raw/theora/parameter_descriptions] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:42:55,820: -PUB [/camera/color/image_raw/theora/parameter_updates] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:42:55,823: -PUB [/camera/color/camera_info] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:42:55,826: -PUB [/camera/depth/image_raw/compressedDepth] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:42:55,829: -PUB [/camera/depth/image_raw/compressedDepth/parameter_descriptions] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:42:55,839: -PUB [/camera/depth/image_raw/compressedDepth/parameter_updates] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:42:55,844: -PUB [/camera/depth/image_raw/compressed] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:42:55,847: -PUB [/camera/depth/image_raw/compressed/parameter_descriptions] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:42:55,852: -PUB [/camera/depth/image_raw/compressed/parameter_updates] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:42:55,855: -PUB [/camera/depth/image_raw] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:42:55,857: publisherUpdate[/tf_static] -> http://LYC-UP:45237/
[rosmaster.master][INFO] 2017-01-25 12:42:55,867: -PUB [/camera/depth/image_raw/theora] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:42:55,870: publisherUpdate[/tf_static] -> http://LYC-UP:41222/
[rosmaster.threadpool][ERROR] 2017-01-25 12:42:55,893: Traceback (most recent call last):
